LicenseID,License Type,Name of Program,County,Capacity,Ages Served/FCC Classification,Initial Effective Date,StateAsOfDate,License State,Year
1029615,Child Care Center,Little People Learning Center,Crow Wing,99,"Infant, Toddler, Preschool, School Age",6/14/2004,6/14/2004,Active,2018
1029703,Child Care Center,Faithful Beginnings at Immaculate Conception Catholic School,Anoka,38,"Preschool, School Age",9/1/2004,9/1/2004,Active,2018
1029704,Child Care Center,Montessori School of Melrose,Stearns,30,"Preschool, School Age",6/7/2004,6/7/2004,Active,2018
1029801,Child Care Center,Lake Area Discovery Center @ Our Savior's Lutheran Church,Washington,76,"Infant, Toddler, Preschool, ",8/30/2004,8/30/2004,Active,2018
1029957,Child Care Center,"Learn and Grow Child Care Center South, Inc.",Anoka,61,"Infant, Toddler, Preschool, School Age",5/27/2004,5/27/2004,Active,2018
1029997,Child Care Center,Our Redeemers Litttle Lambs Preschool,Itasca,54,"Preschool, ",9/14/2004,9/14/2004,Active,2018
1030098,Child Care Center,Family of Christ Child Development Center,Anoka,142,"Infant, Toddler, Preschool, ",9/7/2004,9/7/2004,Active,2018
1030248,Child Care Center,St. John's Roots to Wings Learning Center,Wabasha,48,"Preschool, School Age",8/24/2004,8/24/2004,Active,2018
1030682,Child Care Center,Oak Knoll Christian Preschool,Hennepin,54,"Toddler, Preschool, ",9/1/2004,9/1/2004,Active,2018
1030931,Child Care Center,Growing in Grace Preschool,Pine,18,"Preschool, ",9/29/2004,9/29/2004,Active,2018
1030989,Child Care Center,Epiphany Catholic Preschool,Anoka,40,"Preschool, ",8/17/2004,8/17/2004,Active,2018
1031074,Child Care Center,Hallelujah Childcare Center,St. Louis,146,"Infant, Toddler, Preschool, School Age",9/14/2004,9/14/2004,Active,2018
1031095,Child Care Center,Neighborhood Children's House,Hennepin,20,"Preschool, ",10/5/2004,10/5/2004,Active,2018
1031674,Child Care Center,Peppermint Fence Preschool,Hennepin,180,"Toddler, Preschool, ",9/13/2004,9/13/2004,Active,2018
1031848,Child Care Center,Grace Garden Childcare,Waseca,46,"Infant, Toddler, Preschool, School Age",11/1/2004,11/1/2004,Active,2018
1032135,Child Care Center,Westwood Preschool,Hennepin,120,"Preschool, ",1/3/2005,1/3/2005,Active,2018
1033567,Child Care Center,Salem Lutheran Church and Preschool,Washington,34,"Preschool, ",2/1/2005,2/1/2005,Active,2018
1033568,Child Care Center,UMD Children's Place,St. Louis,46,"Infant, Toddler, Preschool, School Age",3/14/2005,3/14/2005,Active,2018
1033610,Child Care Center,Ark of Angels Montessori Preschool,Washington,30,"Preschool, ",9/6/2005,9/6/2005,Active,2018
1033718,Child Care Center,Sacred Heart Parish/School,Hennepin,36,"Preschool, ",3/14/2005,3/14/2005,Active,2018
1034020,Child Care Center,Community Alliance Preschool,Becker,36,"Toddler, Preschool, ",9/6/2005,9/6/2005,Active,2018
1034161,Child Care Center,New Horizon Academy,Ramsey,120,"Infant, Toddler, Preschool, ",2/7/2005,2/7/2005,Active,2018
1034376,Child Care Center,"Kids Count Daycare and Learning Center, Inc",Scott,210,"Infant, Toddler, Preschool, School Age",5/20/2005,5/20/2005,Active,2018
1034546,Child Care Center,Lit'l Sprouts Child Care Center Inc,Isanti,90,"Infant, Toddler, Preschool, School Age",5/16/2005,5/16/2005,Active,2018
1034581,Child Care Center,Kinderstube German Immersion Preschool c/o Mayflower Church,Hennepin,34,"Preschool, ",3/7/2005,3/7/2005,Active,2018
1034782,Child Care Center,Mrs. Lali's Little Friends Montessori LLC,Hennepin,57,"Infant, Toddler, Preschool, School Age",10/21/2005,10/21/2005,Active,2018
1034870,Child Care Center,KinderGardens Child Development Center,Washington,155,"Infant, Toddler, Preschool, School Age",6/27/2005,6/27/2005,Active,2018
1035184,Child Care Center,YWCA Minneapolis Childrens Center,Hennepin,126,"Infant, Toddler, Preschool, ",1/3/2006,1/3/2006,Active,2018
1035465,Child Care Center,Community of Hope Preschool,Dakota,21,"Preschool, ",9/9/2005,9/9/2005,Active,2018
1035483,Child Care Center,Gods Discovery Kids Preschool,Dakota,70,"Preschool, ",9/6/2005,9/6/2005,Active,2018
1035820,Child Care Center,Kingdom Kids Child Care Center,Pope,108,"Infant, Toddler, Preschool, School Age",9/19/2005,9/19/2005,Active,2018
1035840,Child Care Center,Little Bees Childcare Center,Anoka,83,"Infant, Toddler, Preschool, School Age",8/8/2005,8/8/2005,Active,2018
1035979,Child Care Center,Heritage Montessori School,Sherburne,70,"Preschool, School Age",8/17/2005,8/17/2005,Active,2018
1036264,Child Care Center,Bethesda All Stars c/o Bethesda Lutheran Church,Clay,46,"Preschool, School Age",1/1/2006,1/1/2006,Active,2018
1036265,Child Care Center,New Horizon Academy,Hennepin,172,"Infant, Toddler, Preschool, School Age",6/20/2005,6/20/2005,Active,2018
1036443,Child Care Center,TLC Preschool & Growing Tree Learning Center,Beltrami,49,"Toddler, Preschool, School Age",9/6/2005,9/6/2005,Active,2018
1036645,Child Care Center,Robin's Nest-Daycare,Dakota,69,"Infant, Toddler, Preschool, School Age",8/29/2005,4/29/2010,Active,2018
1036649,Child Care Center,Harvest Preschool,Benton,30,"Preschool, ",9/12/2005,9/12/2005,Active,2018
1036683,Child Care Center,Westview Head Start,Dakota,17,"Preschool, ",9/12/2005,9/12/2005,Active,2018
1036757,Child Care Center,"Under the Weather, LLC",Hennepin,56,"Toddler, Preschool, School Age",1/20/2006,1/20/2006,Active,2018
1036758,Child Care Center,Baby Corner (The),Otter Tail,12,"Infant, ",11/1/2005,11/1/2005,Active,2018
1036760,Child Care Center,Mount Olive Lutheran Church,Scott,20,"Preschool, ",9/6/2005,9/6/2005,Active,2018
1037139,Child Care Center,"Quad City Kids Daycare, Inc.",St. Louis,99,"Infant, Toddler, Preschool, School Age",2/13/2006,2/13/2006,Active,2018
1037143,Child Care Center,Kids of Peace Preschool,Hennepin,30,"Preschool, ",9/20/2005,9/20/2005,Active,2018
1037234,Child Care Center,Mankato Head Start Combination Center,Blue Earth,15,"Preschool, ",10/13/2005,10/13/2005,Active,2018
1037325,Child Care Center,Kinderstube German Immersion Preschool Germanic American Institute,Ramsey,20,"Preschool, ",9/6/2005,9/6/2005,Active,2018
1037462,Child Care Center,Wooddale Community Nursery School,Hennepin,36,"Preschool, ",9/12/2005,9/12/2005,Active,2018
1037529,Child Care Center,Cyprus Classical Montessori,Dakota,59,"Toddler, Preschool, School Age",10/17/2005,10/17/2005,Active,2018
1037617,Child Care Center,Bright Horizons Minneapolis at Tenth Street,Hennepin,51,"Infant, Toddler, Preschool, School Age",9/12/2005,2/19/2012,Active,2018
1037618,Child Care Center,Bright Horizons Minneapolis Gaviidae,Hennepin,53,"Infant, Toddler, Preschool, School Age",9/12/2005,9/12/2005,Active,2018
1037619,Child Care Center,Bright Horizons Woodbury,Washington,75,"Infant, Toddler, Preschool, School Age",9/12/2005,9/12/2005,Active,2018
1037620,Child Care Center,Bright Horizons Minnetonka,Hennepin,48,"Infant, Toddler, Preschool, School Age",9/12/2005,9/12/2005,Active,2018
1037682,Child Care Center,Invest Early Project-Keewatin,Itasca,34,"Preschool, ",10/11/2005,10/11/2005,Active,2018
1037690,Child Care Center,Invest Early Project-Marble,Itasca,17,"Preschool, ",10/11/2005,10/11/2005,Active,2018
1037693,Child Care Center,Invest Early Project-Taconite,Itasca,62,"Infant, Toddler, Preschool, ",10/11/2005,10/11/2005,Active,2018
1037696,Child Care Center,Invest Early Project-King School,Itasca,152,"Infant, Toddler, Preschool, ",10/11/2005,10/11/2005,Active,2018
1037698,Child Care Center,Invest Early Project-Nashwauk,Itasca,18,"Infant, Toddler, Preschool, ",10/11/2005,10/11/2005,Active,2018
1037699,Child Care Center,Invest Early Project - Grand Rapids,Itasca,45,"Infant, Toddler, Preschool, ",10/11/2005,10/11/2005,Active,2018
1038270,Child Care Center,Faith Works Preschool and Childcare c/o Faith Lutheran Church,Sherburne,84,"Infant, Toddler, Preschool, School Age",10/21/2005,10/21/2005,Active,2018
1038352,Child Care Center,St. James Preschool,St. Louis,16,"Preschool, ",1/12/2006,4/17/2018,Closed,2018
1038425,Child Care Center,Mis Amigos Spanish Immersion Preschool,Hennepin,62,"Infant, Toddler, School Age",11/1/2005,11/1/2005,Active,2018
1038429,Child Care Center,Child Development Center at Blue Cross and Blue Shield of MN,Dakota,128,"Infant, Toddler, Preschool, ",11/7/2005,11/7/2005,Active,2018
1038973,Child Care Center,New Horizon Academy,Ramsey,168,"Infant, Toddler, Preschool, School Age",1/24/2006,1/24/2006,Active,2018
1039204,Child Care Center,Grow With Us Childcare Center,Mille Lacs,99,"Infant, Toddler, Preschool, School Age",2/27/2006,2/27/2006,Active,2018
1039378,Child Care Center,Little Red Wagon,Sherburne,83,"Infant, Toddler, Preschool, School Age",1/11/2006,1/14/2017,Active,2018
1039729,Child Care Center,Seeds of Wisdom Early Develpoment,Olmsted,46,"Infant, Toddler, Preschool, School Age",1/1/2007,1/1/2007,Active,2018
1039742,Child Care Center,Woodbury Montessori School,Ramsey,20,"Infant, Toddler, Preschool, ",2/27/2006,6/15/2018,Closed,2018
1039761,Child Care Center,New Horizon Academy,Anoka,168,"Infant, Toddler, Preschool, School Age",4/3/2006,4/3/2006,Active,2018
1039764,Child Care Center,Duluth Preschool of Fine Arts,St. Louis,20,"Preschool, ",5/3/2006,5/3/2006,Active,2018
1040162,Child Care Center,Goddard School (The),Hennepin,134,"Infant, Toddler, Preschool, School Age",6/14/2006,6/14/2006,Active,2018
1040167,Child Care Center,Project Secure/Fraser Early Childhood Family Development Center,Hennepin,52,"Infant, Toddler, Preschool, ",4/7/2006,4/7/2006,Active,2018
1040488,Child Care Center,Life In Christ Lutheran Preschool,Wright,20,"Preschool, ",8/18/2006,8/18/2006,Active,2018
1040721,Child Care Center,St. Stephen Preschool,Hennepin,99,"Preschool, ",9/11/2006,8/20/2016,Active,2018
1040884,Child Care Center,Jesus' Lambs at Peace Preschool,Nicollet,30,"Preschool, ",8/7/2006,8/7/2006,Active,2018
1040951,Child Care Center,Childs Planet Early Learning Center,Blue Earth,116,"Infant, Toddler, Preschool, ",11/30/2006,7/22/2018,Active,2018
1040952,Child Care Center,Nicollet Early Education Center,Nicollet,67,"Infant, Toddler, Preschool, ",7/26/2006,7/26/2006,Active,2018
1041097,Child Care Center,Torah Tots,Hennepin,100,"Toddler, Preschool, School Age",8/23/2006,8/23/2006,Active,2018
1041366,Child Care Center,Anna's Bananas Daycare & Preschool Inc,Dakota,111,"Infant, Toddler, Preschool, School Age",5/19/2006,5/19/2006,Active,2018
1041376,Child Care Center,Peaceful Heights Montessori School & Day Care,Dakota,68,"Infant, Toddler, Preschool, School Age",6/16/2006,1/30/2014,Active,2018
1041509,Child Care Center,Jardin,Hennepin,126,"Infant, Toddler, Preschool, ",10/2/2006,10/2/2006,Active,2018
1041563,Child Care Center,"Little Puzzlers Child Care Center, Inc.",Stearns,74,"Infant, Toddler, Preschool, School Age",10/30/2006,10/30/2006,Active,2018
1041746,Child Care Center,Tree House Preschool,Brown,20,"Preschool, ",7/1/2006,7/1/2006,Active,2018
1042210,Child Care Center,"Little Huskies Day Center & Preschool & Paws' School Age Program, Inc.",Jackson,95,"Infant, Toddler, Preschool, School Age",9/19/2006,9/19/2006,Active,2018
1042288,Child Care Center,"Minnesota Montessori Accelerated Learning Center, Inc.",Scott,113,"Infant, Toddler, Preschool, School Age",9/20/2006,9/20/2006,Active,2018
1042427,Child Care Center,Rayito de Sol Spanish Immersion,Hennepin,113,"Infant, Toddler, Preschool, School Age",9/7/2006,9/19/2015,Active,2018
1042460,Child Care Center,Early Years Enrichment Center,Clay,96,"Infant, Toddler, Preschool, School Age",10/6/2006,10/6/2006,Active,2018
1042513,Child Care Center,Red Bridge Preschool,Washington,26,"Toddler, Preschool, ",9/7/2006,9/7/2006,Active,2018
1042526,Child Care Center,Early Ventures Learning Center,Rice,88,"Infant, Toddler, Preschool, ",8/16/2006,8/16/2006,Active,2018
1042530,Child Care Center,Little Blessings Preschool Inc.,Lac Qui Parle,10,"Preschool, ",9/1/2006,9/1/2006,Active,2018
1042765,Child Care Center,Yellow Brick Road Early Childhood Development Center,Hennepin,148,"Infant, Toddler, Preschool, ",9/5/2006,9/5/2006,Active,2018
1042772,Child Care Center,Celebration Academy,Dakota,60,"Infant, Toddler, Preschool, School Age",10/2/2006,3/14/2009,Active,2018
1042777,Child Care Center,Stepping Stones Early Learning Center,Washington,211,"Infant, Toddler, Preschool, School Age",10/2/2006,10/2/2006,Active,2018
1043198,Child Care Center,Lake Ridge Child Care Center,Ramsey,60,"Infant, Toddler, Preschool, ",1/1/2007,5/23/2018,Closed,2018
1043225,Child Care Center,Sonnet Montessori Inc,Scott,83,"Infant, Toddler, Preschool, School Age",10/16/2006,7/18/2014,Active,2018
1043438,Child Care Center,WSU Children's Center Madison,Winona,34,"Toddler, Preschool, School Age",9/20/2006,8/31/2018,Closed,2018
1043439,Child Care Center,Discovery Learning Center,Mower,69,"Infant, Toddler, Preschool, ",9/22/2006,9/22/2006,Active,2018
1044123,Child Care Center,American Montessori,Dakota,20,"Preschool, ",1/16/2007,1/16/2007,Active,2018
1044124,Child Care Center,Kidz Place,Washington,128,"Infant, Toddler, Preschool, School Age",4/9/2007,4/9/2007,Active,2018
1044125,Child Care Center,Babys Space,Hennepin,99,"Infant, Toddler, Preschool, School Age",11/1/2006,11/1/2006,Active,2018
1044131,Child Care Center,Briar Patch Corner,Hubbard,57,"Infant, Toddler, Preschool, School Age",1/22/2007,1/22/2007,Active,2018
1044132,Child Care Center,Montessori Children's House,Rice,46,"Preschool, ",9/4/2007,9/4/2007,Active,2018
1044163,Child Care Center,Todays Life Eden Prairie,Hennepin,79,"Infant, Toddler, Preschool, ",11/22/2006,7/1/2015,Active,2018
1044451,Child Care Center,Primrose School of Eden Prairie,Hennepin,181,"Infant, Toddler, Preschool, School Age",1/11/2007,1/11/2007,Active,2018
1044962,Child Care Center,Great Expectations Child Care,Polk,83,"Infant, Toddler, Preschool, School Age",1/17/2007,3/17/2011,Active,2018
1045126,Child Care Center,Jam Hops Leap-N-Learn,Anoka,19,"Preschool, ",6/6/2007,6/6/2007,Active,2018
1045455,Child Care Center,Goddard School (The),Hennepin,137,"Infant, Toddler, Preschool, School Age",7/9/2007,7/9/2007,Active,2018
1045504,Child Care Center,Eagan Montessori & Childcare,Dakota,106,"Infant, Toddler, Preschool, School Age",1/26/2007,1/26/2007,Active,2018
1045573,Child Care Center,Fun Factory Child Care Center LLC,Stearns,80,"Infant, Toddler, Preschool, School Age",4/9/2007,4/9/2007,Active,2018
1046049,Child Care Center,"Children of Tomorrow Learning Center, Waconia Inc.",Carver,166,"Infant, Toddler, Preschool, School Age",6/4/2007,6/4/2007,Active,2018
1046194,Child Care Center,People Serving People Children's Center,Hennepin,52,"Infant, Toddler, Preschool, ",8/9/2007,8/9/2007,Active,2018
1046297,Child Care Center,New Horizon Academy,Dakota,168,"Infant, Toddler, Preschool, School Age",6/18/2007,6/18/2007,Active,2018
1046394,Child Care Center,Shepherd's Lambs Child Care Center (The),Hennepin,46,"Infant, Toddler, Preschool, ",5/24/2007,5/24/2007,Active,2018
1046877,Child Care Center,"All Stars Montessori, LLC",Dakota,109,"Infant, Toddler, Preschool, School Age",8/2/2007,8/2/2007,Active,2018
1046878,Child Care Center,Annies Childcare & Learning Center,Crow Wing,73,"Infant, Toddler, Preschool, School Age",9/4/2007,9/4/2007,Active,2018
1046976,Child Care Center,Treks & Trails Preschool,Carver,20,"Preschool, ",9/1/2007,9/1/2007,Active,2018
1046978,Child Care Center,All Saints Academy Child Care,Blue Earth,69,"Infant, Toddler, Preschool, ",9/1/2007,9/1/2007,Active,2018
1046979,Child Care Center,Medtronic North Child Care Center,Ramsey,116,"Infant, Toddler, Preschool, ",9/24/2007,9/24/2007,Active,2018
1047153,Child Care Center,Lasting Impressions Child Care Learning Center,Ramsey,99,"Infant, Toddler, Preschool, School Age",8/3/2007,8/3/2007,Active,2018
1047264,Child Care Center,Cambridge Christian School,Isanti,36,"Preschool, School Age",9/4/2007,7/29/2010,Active,2018
1047401,Child Care Center,Ladybug Child Care Centers,Carver,159,"Infant, Toddler, Preschool, School Age",8/6/2007,8/6/2007,Active,2018
1047403,Child Care Center,Endless Journey Child Care,Olmsted,113,"Infant, Toddler, Preschool, School Age",8/22/2007,8/22/2007,Active,2018
1047587,Child Care Center,Tri-Valley Danube Head Start Center,Renville,108,"Infant, Toddler, Preschool, ",6/18/2007,6/18/2007,Active,2018
1047610,Child Care Center,Jack & Jill Preschool,Anoka,139,"Infant, Toddler, Preschool, School Age",9/20/2007,9/20/2007,Active,2018
1048300,Child Care Center,Primrose School of West Plymouth,Hennepin,181,"Infant, Toddler, Preschool, ",9/10/2007,9/10/2007,Active,2018
1048334,Child Care Center,Montessori School of Brainerd,Crow Wing,48,"Preschool, School Age",1/1/2008,1/1/2008,Active,2018
1048336,Child Care Center,Dei Spring Academy and Child Care,Stearns,72,"Infant, Toddler, Preschool, School Age",10/22/2007,10/22/2007,Active,2018
1048343,Child Care Center,St. Wenceslaus Little Spirits Preschool,Scott,40,"Preschool, ",1/10/2008,1/10/2008,Active,2018
1048344,Child Care Center,Montessori School of Sauk Rapids,Benton,38,"Preschool, School Age",12/24/2007,12/24/2007,Active,2018
1048345,Child Care Center,Montessori School of St Cloud,Stearns,74,"Preschool, School Age",12/24/2007,12/24/2007,Active,2018
1048346,Child Care Center,Krayola Kids Childcare Center,Isanti,121,"Infant, Toddler, Preschool, School Age",10/30/2007,10/30/2007,Active,2018
1048370,Child Care Center,"Primrose School of Woodbury Tall Giraffe, Inc.",Washington,181,"Infant, Toddler, Preschool, School Age",10/22/2007,10/22/2007,Active,2018
1048390,Child Care Center,Madina Academy LLC,Anoka,56,"Infant, Toddler, Preschool, School Age",10/1/2007,10/1/2007,Active,2018
1048534,Child Care Center,Pathways to Play Early Learning Center,Dakota,180,"Infant, Toddler, Preschool, School Age",10/15/2007,10/15/2007,Active,2018
1048537,Child Care Center,St Therese Early Learning Center,Hennepin,126,"Infant, Toddler, Preschool, ",9/10/2007,9/10/2007,Active,2018
1048564,Child Care Center,Salvation Army (The),Ramsey,119,"Toddler, Preschool, School Age",9/10/2007,9/10/2007,Active,2018
1048639,Child Care Center,Jeremiah Program Child Development Center St Paul Campus,Ramsey,68,"Infant, Toddler, Preschool, ",9/17/2007,9/17/2007,Active,2018
1048642,Child Care Center,Wellcome Kids,Blue Earth,54,"Infant, Toddler, Preschool, School Age",11/29/2007,11/29/2007,Active,2018
1048644,Child Care Center,Immanuel Lutheran Preschool,Wabasha,10,"Preschool, ",8/18/2008,8/18/2008,Active,2018
1048645,Child Care Center,New Horizon Academy,Wright,172,"Infant, Toddler, Preschool, School Age",9/4/2007,9/4/2007,Active,2018
1048704,Child Care Center,Little B's Child Care Center,Carlton,72,"Infant, Toddler, Preschool, School Age",10/5/2007,10/5/2007,Active,2018
1048769,Child Care Center,Inver Grove Heights Head Start,Dakota,17,"Preschool, ",9/10/2007,9/10/2007,Active,2018
1048782,Child Care Center,Family Unity Daycare,Benton,98,"Infant, Toddler, Preschool, School Age",11/14/2007,11/14/2007,Active,2018
1048783,Child Care Center,Club House Child Care & Preschool (The),Dakota,138,"Infant, Toddler, Preschool, School Age",11/12/2007,11/12/2007,Active,2018
1049126,Child Care Center,Pemberton Academic Learning Services Inc (PALS),Blue Earth,55,"Infant, Toddler, Preschool, School Age",3/6/2008,3/6/2008,Active,2018
1049204,Child Care Center,KinderCare Learning Center,Hennepin,122,"Infant, Toddler, Preschool, School Age",12/3/2007,12/3/2007,Active,2018
1049241,Child Care Center,St Peter Community Childcare Center Inc,Nicollet,69,"Infant, Toddler, Preschool, ",1/21/2008,1/21/2008,Active,2018
1049246,Child Care Center,TLC Childcare & Discovery Learning Center,Ramsey,36,"Toddler, Preschool, School Age",3/7/2008,3/7/2008,Active,2018
1049280,Child Care Center,Memories & Milestones Academy,Scott,73,"Infant, Toddler, Preschool, School Age",8/25/2008,8/25/2008,Active,2018
1049848,Child Care Center,Allstar,Mille Lacs,85,"Infant, Toddler, Preschool, School Age",5/27/2008,5/27/2008,Active,2018
1049970,Child Care Center,Holy Spirit Pre School/Rochester Catholic Schools,Olmsted,32,"Preschool, ",8/27/2008,8/27/2008,Active,2018
1049975,Child Care Center,Raising Stars Childcare,Ramsey,59,"Infant, Toddler, Preschool, School Age",3/31/2008,3/31/2008,Active,2018
1049983,Child Care Center,Primrose School of Maple Grove,Hennepin,180,"Infant, Toddler, Preschool, School Age",6/16/2008,6/16/2008,Active,2018
1050327,Child Care Center,Acorn Academy of Oak Haven Church,Anoka,60,"Preschool, ",5/29/2008,5/29/2008,Active,2018
1050329,Child Care Center,School Readiness Learning Academy Inc,Hennepin,38,"Toddler, Preschool, School Age",3/1/2009,3/1/2009,Active,2018
1050546,Child Care Center,Big Adventures Childcare Center,Morrison,81,"Infant, Toddler, Preschool, School Age",6/9/2008,6/9/2008,Active,2018
1050547,Child Care Center,Radiant Montessori School LLC,Hennepin,116,"Infant, Toddler, Preschool, School Age",9/2/2008,9/2/2008,Active,2018
1050754,Child Care Center,Learning Lodge LLC (The),Anoka,122,"Infant, Toddler, Preschool, School Age",10/13/2008,4/17/2014,Active,2018
1050894,Child Care Center,Foundation Hill Montessori Childcare,Anoka,164,"Infant, Toddler, Preschool, School Age",9/2/2008,9/2/2008,Active,2018
1050896,Child Care Center,New Horizon Academy,Olmsted,172,"Infant, Toddler, Preschool, School Age",8/18/2008,8/18/2008,Active,2018
1051067,Child Care Center,Trinity Lutheran Preschool,Todd,17,"Preschool, ",9/8/2008,9/8/2008,Active,2018
1051073,Child Care Center,St Joseph's Preschool,Dakota,40,"Preschool, ",8/25/2008,8/25/2008,Active,2018
1051191,Child Care Center,Sunflower Daycare LLC,Dakota,38,"Infant, Toddler, Preschool, School Age",8/11/2008,8/11/2008,Active,2018
1051224,Child Care Center,Tri-Valley Monticello Head Start Center,Wright,42,"Infant, Toddler, Preschool, ",6/18/2008,6/18/2008,Active,2018
1051261,Child Care Center,Morris Head Start,Stevens,20,"Preschool, ",8/25/2008,8/25/2008,Active,2018
1051310,Child Care Center,Cornerstone Montessori School,Ramsey,72,"Toddler, Preschool, School Age",8/25/2008,8/25/2008,Active,2018
1051311,Child Care Center,Tracy Kid's World,Lyon,100,"Infant, Toddler, Preschool, School Age",9/2/2008,9/2/2008,Active,2018
1051312,Child Care Center,Primrose School of the Lakes at Blaine,Anoka,181,"Infant, Toddler, Preschool, School Age",8/25/2008,8/25/2008,Active,2018
1051430,Child Care Center,Discovery Montessori Academy,Mille Lacs,20,"Preschool, School Age",9/1/2008,9/1/2008,Active,2018
1051433,Child Care Center,Pony Preschool & Child Development Center LLC,Washington,60,"Infant, Toddler, Preschool, School Age",9/22/2008,9/22/2008,Active,2018
1051451,Child Care Center,Kinderberry Hill Child Development Center,Hennepin,160,"Infant, Toddler, Preschool, School Age",9/29/2008,9/29/2008,Active,2018
1051590,Child Care Center,Kickstart Preschool,Lake,62,"Infant, Toddler, Preschool, ",9/8/2008,9/8/2008,Active,2018
1051591,Child Care Center,Abiding Branches Cooperative Preschool,Anoka,20,"Preschool, ",9/8/2008,9/8/2008,Active,2018
1051599,Child Care Center,Buffalo United Methodist Preschool,Wright,18,"Preschool, ",9/2/2008,9/2/2008,Active,2018
1051616,Child Care Center,Miss Marie's Learning Center,Dakota,60,"Preschool, ",10/3/2008,10/3/2008,Active,2018
1051701,Child Care Center,Praise and Play Preschool,Kandiyohi,20,"Preschool, ",9/10/2008,9/10/2008,Active,2018
1051704,Child Care Center,World Around Us Child Development Center,Ramsey,96,"Infant, Toddler, Preschool, School Age",12/1/2008,6/12/2017,Active,2018
1051888,Child Care Center,Reach Up Inc Big Lake Head Start,Sherburne,15,"Preschool, ",9/15/2008,9/15/2008,Active,2018
1051952,Child Care Center,New Horizon Academy,Ramsey,86,"Infant, Toddler, Preschool, ",9/29/2008,9/29/2008,Active,2018
1052276,Child Care Center,Shiloh Temple International Ministries,Hennepin,123,"Infant, Toddler, Preschool, School Age",2/2/2009,3/26/2017,Active,2018
1052277,Child Care Center,Cornerstone Preschool Childcare Center LLC,St. Louis,66,"Infant, Toddler, Preschool, School Age",3/30/2009,3/30/2009,Active,2018
1052448,Child Care Center,Way to Grow Preschool,Hennepin,20,"Preschool, ",7/27/2009,7/27/2009,Active,2018
1052586,Child Care Center,Baby Corner North,Otter Tail,16,"Infant, Toddler, ",3/9/2009,3/9/2009,Active,2018
1052797,Child Care Center,AB Bohlman Inc dba Little Red Wagon,Isanti,81,"Infant, Toddler, Preschool, School Age",1/5/2009,1/5/2009,Active,2018
1053047,Child Care Center,Toddler Town Child Care Center Inc,Chisago,80,"Infant, Toddler, Preschool, ",3/11/2009,3/11/2009,Active,2018
1053172,Child Care Center,IKRAM Child Care LLC,Hennepin,42,"Infant, Toddler, Preschool, School Age",1/1/2010,1/1/2010,Active,2018
1053178,Child Care Center,Apple Academy Learning Center LLC,Anoka,119,"Infant, Toddler, Preschool, School Age",1/28/2009,1/28/2009,Active,2018
1053423,Child Care Center,KinderCare Learning Center,Dakota,138,"Infant, Toddler, Preschool, School Age",4/13/2009,4/13/2009,Active,2018
1053426,Child Care Center,Kidz Junction Inc,McLeod,61,"Infant, Toddler, Preschool, School Age",2/12/2009,2/12/2009,Active,2018
1053427,Child Care Center,Kidz Junction Inc School Age,McLeod,53,School Age,2/12/2009,2/12/2009,Active,2018
1053430,Child Care Center,New Horizon Academy,Hennepin,145,"Infant, Toddler, Preschool, ",3/16/2009,3/16/2009,Active,2018
1053441,Child Care Center,Creative Kids Academy Inc,Anoka,105,"Infant, Toddler, Preschool, School Age",3/27/2009,3/27/2009,Active,2018
1053442,Child Care Center,Creative Kids Academy Inc,Anoka,99,"Infant, Toddler, Preschool, School Age",3/27/2009,3/27/2009,Active,2018
1053443,Child Care Center,Creative Kids Academy Inc,Ramsey,112,"Infant, Toddler, Preschool, School Age",3/27/2009,3/27/2009,Active,2018
1053444,Child Care Center,Creative Kids Academy Inc,Anoka,99,"Infant, Toddler, Preschool, School Age",3/27/2009,3/27/2009,Active,2018
1053470,Child Care Center,Close to My Heart,Ramsey,130,"Infant, Toddler, Preschool, School Age",3/16/2009,3/16/2009,Active,2018
1053471,Child Care Center,Progressive Early Childhood Education Center,Ramsey,26,"Infant, Toddler, Preschool, ",8/23/2010,8/23/2010,Active,2018
1053490,Child Care Center,Giggles-n-Wiggles Daycare Center,Blue Earth,66,"Infant, Toddler, Preschool, ",4/6/2009,4/16/2018,Closed,2018
1053543,Child Care Center,King of Kings Lutheran Church and School,Ramsey,34,"Preschool, ",8/1/2009,8/1/2009,Active,2018
1053682,Child Care Center,Hastings Child Development Center,Dakota,230,"Infant, Toddler, Preschool, School Age",3/2/2009,3/2/2009,Active,2018
1053790,Child Care Center,Anna's Bananas Daycare & Preschool Inc,Dakota,132,"Infant, Toddler, Preschool, School Age",1/4/2010,1/4/2010,Active,2018
1053885,Child Care Center,Primrose School of Rochester,Olmsted,185,"Infant, Toddler, Preschool, School Age",6/15/2009,6/15/2009,Active,2018
1053996,Child Care Center,Bubbling Brook Child Care,St. Louis,78,"Infant, Toddler, Preschool, School Age",9/15/2009,9/15/2009,Active,2018
1053998,Child Care Center,Lake Area Discovery Center at Trinity,Washington,78,"Toddler, Preschool, ",9/3/2009,9/3/2009,Active,2018
1054015,Child Care Center,Primrose School of Lakeville North,Dakota,181,"Infant, Toddler, Preschool, School Age",6/29/2009,6/29/2009,Active,2018
1054058,Child Care Center,Redeeming Grace Lutheran Preschool,Hennepin,40,"Preschool, ",9/8/2009,9/8/2009,Active,2018
